old_case	baseline_inputs	baseline_sha256	assertion	disposition	destination	observation	verification
pa6/tests/600-ambig-68.t	pa6/tests/600-ambig-68.t	7acef6e7053c53bc37d36cad171faf05679ffcfeaba6c1bdeeedc0eba9c98f8f	ambig 68	reduce/split	pa5/tests/general/300-declaration-expression-intake.t	Structured AST; explicit declaration/template context where needed, no old OK/BAD format	Reviewed AST intake (including ambiguity, pack constructors, and operator/template boundaries); PA10 195/195 ordinary and 9/9 focused batch checks
pa6/tests/700-ambig-82.t	pa6/tests/700-ambig-82.t	e7ab3788bde32d9849e4aefe91c7e389d37b967f162eb125399a7a4de1197401	ambig 82	reduce/split	pa5/tests/general/300-function-object-ambiguity.t	Structured AST; explicit declaration/template context where needed, no old OK/BAD format	Reviewed AST intake (including ambiguity, pack constructors, and operator/template boundaries); PA10 195/195 ordinary and 9/9 focused batch checks
pa7/tests/100-empty-decl.t	pa7/tests/100-empty-decl.t	e6e70957c2dc05969162ee7227d611741ff5567877f2cc6bd961139aa045c6a4	empty decl	covered elsewhere	pa5/tests/spec/100-empty-decl.t	Existing AST observes standalone empty declaration; no duplicate semantic or mock-image assertion.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/100-empty.t	pa7/tests/100-empty.t	0433adea66b77f9c185ce4fa898af4f17d889b2df78a26b24ff0f1df151783ae	empty	covered elsewhere	pa6/tests/spec/100-empty.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/110-namespace.t	pa7/tests/110-namespace.t	0d8b3ed8b37c03f5512aa50a7386c5bf14aa3556ea6b48d4d537f9d4b035d1af	namespace	covered elsewhere	pa6/tests/general/100-namespace-reopen.t;pa6/tests/spec/100-namespace.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/120-namespace-special.t	pa7/tests/120-namespace-special.t	89088196907f4996cbba4f0d3bd5d1ab3846b519924537ebc1a969013c57eb9b	namespace special	covered elsewhere	pa6/tests/general/100-anonymous-namespace-lookup.t;pa6/tests/general/100-inline-and-anonymous-using.t	Named/unnamed inline scopes and anonymous namespace reopening share the lookup cases; empty scope-only survey adds no binding observation.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/130-simple-type-specifiers.t	pa7/tests/130-simple-type-specifiers.t	09c598a1a72f147f36e3cc3ae2235313c10fd2a2181ffac74398278013a7ba4e	simple type specifiers	retain	pa6/tests/general/100-fundamental-type-combinations.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/140-declarators.t	pa7/tests/140-declarators.t	43016f2d9aa275ca44aa176268b64c2d0f1a05ab9b359ca7c87d7a1cf0b56abf	declarators	retain	pa6/tests/general/200-composed-declarators.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/150-lookup.t	pa7/tests/150-lookup.t	734ad147339035f91f8e8098a702cab883765f6a0fcf799c10860d7dc995d1bd	lookup	retain	pa6/tests/general/100-lexical-type-shadowing.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/190-namespace.t	pa7/tests/190-namespace.t	8f9a7c3bba179cfe270acf8b36b368c8d6aeefe4399e56caf9b67eee386d521d	namespace	covered elsewhere	pa6/tests/spec/100-qualified-type-lookup.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/200-using-directive-anchor-nested.t	pa7/tests/200-using-directive-anchor-nested.t	b1c53fc4fe273bddc955a1061d4c8f1d58b316b99bb1f0beafeb79bb240c0d92	using directive anchor nested	retain	pa6/tests/general/200-using-directive-anchor-nested.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/200-using-directive-anchor-sibling.t	pa7/tests/200-using-directive-anchor-sibling.t	f47726a3c0aa58e66da19b0287a020f75c35a3680160faafdeabd2530b78b296	using directive anchor sibling	retain	pa6/tests/general/200-using-directive-anchor-sibling.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/200-using-directive-transitive-extension.t	pa7/tests/200-using-directive-transitive-extension.t	d32217b0a3ccf49a9a106eb637c993a38387a79b17fe3190383d3486f108fb5a	using directive transitive extension	retain	pa6/tests/general/200-using-directive-transitive-extension.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/200-using-directives.t	pa7/tests/200-using-directives.t	3d2f6b7c25261a704f1d2ab10e6a7d588e976809d0b51d200c62dd7087afd64f	using directives	covered elsewhere	pa6/tests/spec/100-using-directive.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/220-namespace-alias.t	pa7/tests/220-namespace-alias.t	32102f36e8f69c1f1b5f4a659ec7187bf2123b1a375c3feac63778d08be287cf	namespace alias	covered elsewhere	pa6/tests/spec/100-namespace-alias.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/220-namespace-name-lookup-shadowing.t	pa7/tests/220-namespace-name-lookup-shadowing.t	13fe3fab19f6ff7430dddf7367a73e74e7389dba0085477f1070383c1b646e69	namespace name lookup shadowing	retain	pa6/tests/general/200-namespace-name-lookup-shadowing.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/230-outer-inner.t	pa7/tests/230-outer-inner.t	12d7415c82ae2a645b18b8d8ed753bd49a1b33b3d3012ecb7ee37eff886f4fae	outer inner	retain	pa6/tests/general/100-declaration-point-shadowing.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/240-unnamed.t	pa7/tests/240-unnamed.t	a1b631979943e7ff696ac1c7222150621bd3b774154e1547b7d99d06fbc336e4	unnamed	retain	pa6/tests/general/100-anonymous-namespace-lookup.t	Anonymous namespace types participate in enclosing lookup and survive reopening; nested anonymous declarations resolve to the intended namespace.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/250-outside-def.t	pa7/tests/250-outside-def.t	76df48a2321919969c92f5f51954a8348b14594ce24bd1cb00d34adc172713a0	outside def	covered elsewhere	pa6/tests/general/300-declaration-forms-valid.t	Existing positive control defines an inner namespace object from its enclosing namespace and observes its resolved binding.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/260-double-alias.t	pa7/tests/260-double-alias.t	aff933070302a8efc5e8fe81cb3ba12c36690b0fb7f3cd1e18e814976dc9a845	double alias	reduce/split	pa6/tests/general/300-declaration-forms-valid.t	Existing repeated-alias control extended with a self-naming redeclaration after the alias already exists.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/270-using-declaration-reuse.t	pa7/tests/270-using-declaration-reuse.t	6b18d041ad884cf94f68cc94bff8955eb46cb7422dc68f33a3e426317c79b7d3	using declaration reuse	covered elsewhere	pa6/tests/spec/100-using-declaration.t;pa6/tests/general/200-using-declaration-values.t	Existing type and value imports observe the actual bindings. Old W2 scope never used the imported value, so it provided no additional transitive-lookup assertion.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/270-using-declaration.t	pa7/tests/270-using-declaration.t	0a7a2933eebf55020bb66135f3d7632fb8c83f6b64f45312546ac370d10a6d4c	using declaration	reduce/split	pa6/tests/spec/100-using-declaration.t	Existing using-declaration specification case extended with global const-alias re-export and qualified use; no separate alias-import case.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/280-inline-namespace-alias-lookup.t	pa7/tests/280-inline-namespace-alias-lookup.t	ddf6a1fdca8a1dfd1f958d67bf212bf34a47c2a8b8049d5f338d6f820e7cfe54	inline namespace alias lookup	retain	pa6/tests/general/200-inline-namespace-alias-lookup.t	Scope/type dump resolves the declared bindings; no initialization image needed	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/280-inline-namespace-qualified-lookup.t	pa7/tests/280-inline-namespace-qualified-lookup.t	17aa949c36ebf05d6768c647d4fbe99e2c886b4b263dfa9fc88abded5d909025	inline namespace qualified lookup	covered elsewhere	pa6/tests/general/200-inline-namespace-qualified-lookup.t	Resolved bindings and type formation already covered; no old namespace dump formatting	PA11 111/111 and PA12 186/186 batch; source/canonical function parameter views reviewed; original variable type sets agree except documented unknown-bound spelling and reduced stress fixtures
pa7/tests/280-inline-namespace-reopen-bad.t	pa7/tests/280-inline-namespace-reopen-bad.t	0c35b4b7d8e13578b4e90653205246f58baccd79cff6ffd6b5eb348368805533	inline namespace reopen bad	retire		Retire legacy namespace-reopening negative; do not broaden diagnostic requirements solely for parity	Contract review: optional legacy diagnostic not adopted
pa7/tests/280-inline-namespace.t	pa7/tests/280-inline-namespace.t	0da71c9167d61574617169737359e6c2df7eadcc61deac65ab0956b5e65c99fe	inline namespace	retain	pa6/tests/general/100-inline-and-anonymous-using.t	Implicit using from named and unnamed inline namespaces resolves outer bindings; compatible reopening is included in this case.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
pa7/tests/290-double-using.t	pa7/tests/290-double-using.t	4d46552c0a109833703e9d6325b6d4f913d4890565a8a8ae1f355a75b866f455	double using	reduce/split	pa6/tests/general/200-using-declaration-values.t	Existing value-import case extended with the repeated using declaration; successful binding and constant assertion retained.	Assertion/reference review against general and spec suites; destinations pass ordinary and batch checks with strict LowIR comparison (144-root pass, then three changed declaration cases rechecked after four further duplicate removals)
